,epidemic_id,date_range,pathogen,locations,country,hosts,source_reports
52,flu_00053,2012-11-15 to 2013-05-03,H5N1 subtype,"Gazipur District (admin level 2), Dhaka Division (admin level 1); Dhaka Division (admin level 1)",Bangladesh,Aves; Gallus gallus; Homo sapiens; Galliformes,2012_12_27_1; 2013_02_11_2; 2012_02_02_11; 2013_04_30_4; 2012_11_15_1; 2013_05_03_1
53,flu_00054,2017-12-21 to 2017-12-21,H5N8 subtype,"Gorzów County (admin level 2), Lubusz Voivodeship (admin level 1)",Poland,Aves; Gallus gallus; Anas,2017_01_10_16
54,flu_00055,2016-11-23 to 2016-12-20,Influenza A virus,Republic of Kalmykia (admin level 1); Astrakhan Oblast (admin level 1),Russia,Aves; Homo sapiens; Galliformes,2016_12_13_18; 2016_12_20_14
55,flu_00056,2007-12-14 to 2007-12-25,H5N1 subtype,"Berlin (admin level 1); Goerlitz District (admin level 2), Dresden District (admin level 1); Lower Saxony (admin level 1); Neubrandenburg District (admin level 1)",Germany,Aves; Gallus gallus; Galliformes,2007_12_21_3; 2008_01_04_5; 2008_10_09_4; 2008_01_25_3
56,flu_00057,2016-11-07 to 2017-02-01,H5N8 subtype,Mecklenburg-Vorpommern (admin level 1); Brandenburg (admin level 1),Germany,Homo sapiens; Galliformes; Laridae; Aves; Anas platyrhynchos; Larus marinus; Anas; Gallus gallus,2017_02_01_3; 2016_12_06_4; 2016_12_13_5; 2016_11_15_4; 2016_11_15_10; 2016_12_06_9
57,flu_00058,2009-04-11 to 2009-05-09,H5N1 subtype,Dhaka Division (admin level 1),Bangladesh,Aves; Galliformes,2009_06_19_1
58,flu_00059,2009-10-10 to 2009-10-19,H1N1 subtype,Norway (country),Norway,Sus scrofa; Galliformes,2009_10_22_1; 2009_11_20_3
59,flu_00060,2012-08-06 to 2012-08-20,H5N1 subtype,"Hai Duong (admin level 1); Ninh Binh (admin level 2), Ninh Bình (admin level 1); Nam Dinh (admin level 2), Nam Định (admin level 1)",Vietnam,Aves; Galliformes,2012_08_06_2; 2012_08_10_1; 2012_08_20_1
60,flu_00061,2015-01-16 to 2015-02-13,H5N8 subtype,"Sejong City (admin level 1); Busan (admin level 1); Anseong (admin level 2), Gyeonggi Province (admin level 1); Seoul (admin level 1)",South Korea,Aves; Anser; Anas; Gallus gallus,2015_02_13_1; 2015_01_16_2
61,flu_00062,2010-01-12 to 2010-01-12,H1N1 subtype,Yamagata Prefecture (admin level 1),Japan,Sus scrofa,2010_01_27_2
62,flu_00063,2012-06-11 to 2012-06-11,Influenza A virus,Amur Oblast (admin level 1),Russia,Galliformes,2012_06_11_5
63,flu_00064,2013-09-09 to 2013-09-09,H7N3 subtype,Jalisco (admin level 1),Mexico,Aves; Galliformes,2013_09_09_3
64,flu_00065,2008-07-10 to 2009-04-22,H5N1 subtype,"Pekanbaru (admin level 2), Riau Province (admin level 1); Wonogiri (admin level 2), Central Java Province (admin level 1); Bandung Regency (admin level 2), West Java Province (admin level 1); Bekasi Regency (admin level 2), West Java Province (admin level 1); Ngawi (admin level 2), East Java (admin level 1); Central Sulawesi Province (admin level 1); Bantul (admin level 2), Special Region of Yogyakarta (admin level 1); Malang (admin level 2), East Java (admin level 1); Kabupatén Tangerang (admin level 2), Banten Province (admin level 1); East Java (admin level 1); Tombali Region (admin level 1); Jakarta (admin level 1); Kepulauan Riau (admin level 1); Depok (admin level 2), West Java Province (admin level 1); Badung Regency (admin level 2), Bali (admin level 1); Bekasi (admin level 2), West Java Province (admin level 1); Banten Province (admin level 1)",Indonesia,Aves; Gallus gallus; Homo sapiens; Lonchura punctulata; Galliformes,2009_03_10_5; 2009_02_13_5; 2008_11_14_5; 2009_02_13_9; 2009_03_30_5; 2008_07_18_3; 2008_10_16_3; 2009_04_20_5; 2008_09_26_4; 2009_04_08_5; 2009_05_05_1; 2008_09_08_3; 2008_11_26_3; 2009_03_23_3; 2009_01_21_6; 2008_12_12_4; 2009_01_30_8; 2009_01_30_3; 2008_11_26_2
65,flu_00066,2015-01-23 to 2015-01-23,H5N1 subtype,Haifa District (admin level 1),Israel,Aves,2015_01_23_3
66,flu_00067,2009-11-06 to 2010-01-12,H1N1 subtype,New York (admin level 1); North Carolina (admin level 1); Indiana (admin level 1),United States of America,Aves; Canis lupus familiaris; Sus scrofa; Homo sapiens,2009_11_06_7; 2009_11_20_4; 2010_01_12_13
67,flu_00068,2010-12-18 to 2011-03-14,H5N1 subtype,"Fukushima Prefecture (admin level 1); Tokushima Prefecture (admin level 1); Ibaraki Prefecture (admin level 1); Yamaguchi Prefecture (admin level 1); Chiba Prefecture (admin level 1); Aomori Prefecture (admin level 1); Nara Prefecture (admin level 1); Moita (admin level 2), Setúbal District (admin level 1); Kagoshima Prefecture (admin level 1); Aichi Prefecture (admin level 1); Shimane Prefecture (admin level 1); Nagasaki Prefecture (admin level 1); Tochigi Prefecture (admin level 1); Mie Prefecture (admin level 1); Miyazaki Prefecture (admin level 1)",Japan,Galliformes; Aves; Anas platyrhynchos; Anas; Gallus gallus; Podiceps cristatus,2011_03_15_5; 2011_02_22_6; 2011_02_28_1; 2011_03_22_1; 2011_03_07_1; 2011_02_08_1; 2011_02_22_2; 2011_01_24_2; 2011_02_08_3; 2011_01_28_3; 2011_03_22_4; 2011_02_11_7; 2011_02_11_1; 2011_01_28_5; 2011_01_14_1
68,flu_00069,2015-11-20 to 2015-11-20,H5N1 subtype,Battambang Province (admin level 1); Siem Reap Province (admin level 1),Cambodia,Aves; Anas,2015_11_20_2
69,flu_00070,2016-11-25 to 2017-02-07,H5N8 subtype,"Gotland County (admin level 1); Norrköping Chū-tī-chhī (admin level 2), Östergötland County (admin level 1); Stockholm County (admin level 1); Utö landskommun (admin level 2), Haninge Municipality (admin level 1)",Sweden,Aves; Anas platyrhynchos; Gallus gallus; Galliformes,2017_02_07_15; 2017_01_10_5; 2016_12_06_19
70,flu_00071,2009-03-02 to 2009-07-25,H5N1 subtype,"Dien Bien Phu (admin level 2), Điện Biên (admin level 1); Ha Tinh (admin level 1); Hoang Mai (admin level 2), Hanoi (admin level 1); Bac Lieu (admin level 1); Dong Thap Province (admin level 1); Vinh Long (admin level 2), Vĩnh Long (admin level 1); Ca Mau (admin level 1); Long Xuyen (admin level 2), An Giang (admin level 1); Hau Giang (admin level 1)",Vietnam,Aves; Gallus gallus; Anas; Homo sapiens; Galliformes,2009_08_03_5; 2009_03_23_5; 2009_06_29_3; 2009_03_02_8; 2009_05_22_2
71,flu_00072,2015-03-02 to 2015-05-22,H5N1 subtype,"Vinh Long (cidade) (admin level 2), Vĩnh Long (admin level 1)",Vietnam,Aves; Gallus gallus; Anas; Homo sapiens; Galliformes,2015_05_22_6; 2015_03_20_7; 2015_03_02_9; 2015_04_17_6
72,flu_00073,2008-02-01 to 2008-09-11,H5N1 subtype,"Lampung Province (admin level 1); Riau Province (admin level 1); North Sumatra Province (admin level 1); West Java Province (admin level 1); Asahan (admin level 2), North Sumatra Province (admin level 1); Jakarta (admin level 1); Kabupaten Bekasi (admin level 2), West Java Province (admin level 1); Banten Province (admin level 1); South Jakarta (admin level 2), Jakarta (admin level 1)",Indonesia,Aves; Gallus gallus; Homo sapiens; Galliformes,2008_05_23_3; 2008_02_20_3; 2008_02_01_4; 2008_06_26_4; 2008_08_11_5; 2008_09_11_4; 2008_08_15_3; 2008_04_03_5
73,flu_00074,2009-01-09 to 2009-06-05,H5N1 subtype,Qena Governorate (admin level 1); Suez Governorate (admin level 1); Qalyubia Governorate (admin level 1); Beheira Governorate (admin level 1); Asyut Governorate (admin level 1); Alexandria Governorate (admin level 1); Cairo Governorate (admin level 1); Sohag Governorate (admin level 1),Egypt,Anser; Homo sapiens; Galliformes; Aves; Anas; Gallus gallus,2009_05_01_4; 2009_01_21_5; 2009_02_06_9; 2009_05_11_4; 2009_03_23_4; 2009_06_12_4; 2009_03_30_4; 2009_05_15_3; 2009_04_28_3; 2009_04_14_3; 2009_06_05_3; 2009_03_10_4; 2009_04_08_4; 2009_02_13_4; 2009_03_17_9; 2009_02_13_8; 2009_05_22_3
74,flu_00075,2016-11-15 to 2016-12-20,H5N6 subtype,"Seoul (admin level 1); Cheongju (admin level 2), North Chungcheong Province (admin level 1); Yangju (admin level 2), Gyeonggi Province (admin level 1); Muan megye (admin level 2), South Jeolla Province (admin level 1)",South Korea,Homo sapiens; Galliformes; Sus scrofa; Aves; Anas; Gallus gallus,2016_11_18_8; 2016_12_20_15; 2016_12_29_7; 2016_11_15_7; 2016_12_01_10; 2016_12_29_3
75,flu_00076,2016-01-16 to 2016-03-04,H5N1 subtype,Cairo Governorate (admin level 1); Giza Governorate (admin level 1),Egypt,Aves; Homo sapiens,2016_01_22_2; 2016_01_29_5; 2016_03_21_9
76,flu_00077,2016-01-06 to 2016-07-26,H7N9 subtype,"Beijing (admin level 1); Jiangsu (admin level 1); Liaoning (admin level 1); Henan (admin level 1); Yongzhou (admin level 2), Hunan (admin level 1); Meizhou (kapital sa prepektura sa Republikang Popular sa Tsina) (admin level 2), Guangdong (admin level 1); Changzhou (admin level 2), Jiangsu (admin level 1); Zhejiang (admin level 1); Guangdong (admin level 1); Langfang (admin level 2), Hebei (admin level 1); Fujian (admin level 1); Shaoxing (admin level 2), Zhejiang (admin level 1); Shenyang (admin level 2), Liaoning (admin level 1); Jiangmen (admin level 2), Guangdong (admin level 1); Zhaoqing (admin level 2), Guangdong (admin level 1); Zhongshan (admin level 2), Guangdong (admin level 1); Nanchang (admin level 2), Jiangxi (admin level 1); Hubei (admin level 1); Chaozhou (admin level 2), Guangdong (admin level 1); Hebei (admin level 1); Tianjin (admin level 1); Hong Kong (admin level 1); Hunan (admin level 1); Jiangxi (admin level 1); Jieyang (admin level 2), Guangdong (admin level 1); Longyan (admin level 2), Fujian (admin level 1); Shantou (admin level 2), Guangdong (admin level 1)",People's Republic of China,Aves; Homo sapiens; Galliformes,2016_01_29_4; 2016_01_08_7; 2016_02_29_5; 2016_03_14_9; 2016_02_08_7; 2016_05_06_7; 2016_06_07_8; 2016_01_15_7; 2016_07_29_5; 2016_05_27_2; 2016_02_16_3; 2016_05_20_7; 2016_09_01_3; 2016_02_22_7; 2016_07_12_5; 2016_04_26_10; 2016_03_21_8; 2016_04_26_11; 2016_06_17_4; 2016_06_10_2
77,flu_00078,2009-04-14 to 2009-05-11,H5N1 subtype,"Lincoln County (admin level 2), Mississippi (admin level 1); Giles County (admin level 2), Tennessee (admin level 1); Kentucky (admin level 1)",United States of America,Aves; Gallus gallus; Homo sapiens; Galliformes,2009_05_11_3; 2009_04_14_2
78,flu_00079,2010-10-15 to 2011-05-09,H5N1 subtype,Qena Governorate (admin level 1); Gharbia Governorate (admin level 1); Aswan Governorate (admin level 1); Alexandria Governorate (admin level 1); Beni Suef Governorate (admin level 1); Luxor Governorate (admin level 1); Giza Governorate (admin level 1),Egypt,Gallus gallus; Homo sapiens; Galliformes,2010_12_09_5; 2011_04_12_4; 2011_01_14_7; 2010_10_15_2; 2011_06_07_5; 2011_02_08_4; 2011_03_07_3; 2011_01_24_6
79,flu_00080,2015-07-10 to 2015-11-20,H5N1 subtype,Bayelsa State (admin level 1); Lagos (admin level 1); Kano State (admin level 1),Nigeria,Aves; Gallus gallus; Anas; Homo sapiens,2015_09_30_2; 2015_08_07_5; 2015_08_28_2; 2015_09_18_3; 2015_07_31_4; 2015_08_24_5; 2015_07_10_2; 2015_07_20_3; 2015_11_20_3; 2015_10_05_3
80,flu_00081,2009-10-26 to 2009-10-26,H5N1 subtype,Tuva Republic (admin level 1); Moscow (admin level 1),Russia,Aves; Podicipedidae; Galliformes,2009_11_06_1
81,flu_00082,2010-12-01 to 2011-03-15,H5N1 subtype,Qinghai (admin level 1); Hong Kong (admin level 1),People's Republic of China,Gallus gallus; Anser; Aves; Copsychus saularis; Galliformes,2011_01_28_2; 2011_02_11_5; 2011_03_15_2; 2011_01_24_1; 2010_12_03_1
82,flu_00083,2014-10-01 to 2015-03-06,H5N1 subtype,Giza Governorate (admin level 1); Faiyum Governorate (admin level 1); Beheira Governorate (admin level 1); Sohag Governorate (admin level 1); Beni Suef Governorate (admin level 1); Cairo Governorate (admin level 1); Minya Governorate (admin level 1),Egypt,Aves; Gallus gallus; Homo sapiens; Galliformes,2014_12_16_5; 2014_12_19_6; 2014_12_09_6; 2015_03_06_7; 2015_01_23_12; 2015_02_13_6; 2014_12_29_8; 2014_10_06_2; 2015_01_30_8; 2015_03_13_5; 2015_03_02_13; 2014_12_23_6; 2014_11_25_4
83,flu_00084,2013-08-19 to 2013-09-09,H7N7 subtype,"Provincia de Ferrara (admin level 2), Emilia-Romagna (admin level 1); Ferrara (admin level 2), Emilia-Romagna (admin level 1); Bologna (admin level 2), Emilia-Romagna (admin level 1); Provincia Augustae Praetoriensis (admin level 2), Piedmont (admin level 1)",Italy,Phasianidae; Aves; Galliformes,2013_08_29_1; 2013_09_13_2; 2013_09_09_2
84,flu_00085,2016-10-03 to 2016-11-25,H5N2 subtype,South Africa (country),South Africa,Aves,2016_12_06_17; 2016_10_03_3
85,flu_00086,2016-07-05 to 2016-07-05,H5N1 subtype,Lagos (admin level 1),Nigeria,Aves,2016_07_05_3
86,flu_00087,2009-12-22 to 2009-12-22,H1N1 subtype,England (admin level 1),United Kingdom,Sus scrofa,2010_01_12_12
87,flu_00088,2010-01-04 to 2010-02-03,H5N1 subtype,"Gazipur District (admin level 2), Dhaka Division (admin level 1); Sirajganj (distrito sa Bangladesh) (admin level 2), Rajshahi Division (admin level 1); Rajshahi Division (admin level 1)",Bangladesh,Aves; Gallus gallus; Anas; Homo sapiens; Galliformes,2010_02_03_1; 2010_02_03_4; 2010_01_27_3
88,flu_00089,2011-04-14 to 2011-07-11,H5N1 subtype,"Banda Aceh (admin level 2), Aceh (admin level 1); South Sulawesi (admin level 1)",Indonesia,Aves; Gallus gallus; Anas; Homo sapiens; Galliformes,2011_04_28_8; 2011_06_10_3; 2011_06_20_1; 2011_07_11_2
89,flu_00090,2009-08-05 to 2009-09-08,H5N1 subtype,"Meeker County (admin level 2), Minnesota (admin level 1)",United States of America,Aves; Anas; Homo sapiens; Galliformes,2009_09_01_1; 2009_09_08_1; 2009_08_07_2
90,flu_00091,2015-08-18 to 2015-10-05,H5N2 subtype,South Africa (country),South Africa,Aves,2015_09_30_3; 2015_08_18_4; 2015_10_05_4
91,flu_00092,2014-05-11 to 2014-07-21,H7N9 subtype,Hunan (admin level 1); Anhui Province (admin level 1); Jiangsu (admin level 1); Shanghai (admin level 1); Hong Kong (admin level 1); Guangdong (admin level 1); Jiangsu Province (Republic of China) (admin level 1); Shandong (admin level 1),People's Republic of China,Homo sapiens; Galliformes,2014_05_30_1; 2014_06_06_1; 2014_06_17_2; 2014_05_16_1; 2014_05_23_1; 2014_07_21_1; 2014_05_16_2
92,flu_00093,2010-03-26 to 2010-06-07,H5N1 subtype,"Tibet (admin level 1); Hong Kong (admin level 1); Ezhou (admin level 2), Hubei (admin level 1)",People's Republic of China,Anser indicus; Homo sapiens; Mareca penelope; Cepora; Larus brunnicephalus; Aves; Pyrrhocorax pyrrhocorax,2010_06_11_1; 2010_04_02_2; 2010_07_12_1; 2010_07_16_1; 2010_06_07_4
93,flu_00094,2010-02-24 to 2010-04-01,H5N1 subtype,Gharbia Governorate (admin level 1); Qalyubia Governorate (admin level 1); Damietta Governorate (admin level 1),Egypt,Anas; Homo sapiens; Galliformes,2010_03_26_3; 2010_03_09_5; 2010_04_02_4; 2010_05_28_1
94,flu_00095,2013-11-04 to 2014-03-07,H5N1 subtype,"Dong Thap Province (admin level 1); Bac Ninh (admin level 1); Tan Phu (admin level 2), Ho Chi Minh City (admin level 1)",Vietnam,Aves; Anas; Homo sapiens; Galliformes,2014_02_07_5; 2013_11_08_1; 2014_02_19_5; 2014_01_09_5; 2014_03_07_5; 2014_01_22_2
95,flu_00096,2015-09-30 to 2015-11-20,H5N8 subtype,"North Pyeongan Province, Republic of Korea (admin level 1); North Chungcheong Province (admin level 1); South Jeolla Province (admin level 1); district de Eumseong (admin level 2), North Chungcheong Province (admin level 1)",South Korea,Aves; Gallus gallus; Anas,2015_09_30_4; 2015_10_05_5; 2015_11_20_4; 2015_10_28_4
96,flu_00097,2012-03-23 to 2012-05-22,H5N2 subtype,Taichung (admin level 1),Taiwan,Aves; Gallus gallus; Anas,2012_05_22_3; 2012_04_09_3
97,flu_00098,2009-09-14 to 2009-09-14,H1N1 subtype,"West Kansas (admin level 1); Riley County (admin level 2), Kansas (admin level 1)",United States of America,Homo sapiens,2009_09_14_3
98,flu_00099,2007-06-12 to 2007-06-12,H5N1 subtype,Selangor (admin level 1); Kuala Lumpur (admin level 1),Malaysia,Gallus gallus; Galliformes,2007_06_12_3
99,flu_00100,2015-08-07 to 2016-01-22,H5N6 subtype,"Quang Ngai (admin level 2), Quảng Ngãi (admin level 1)",Vietnam,Aves; Gallus gallus; Homo sapiens; Anser,2015_09_04_4; 2015_11_20_5; 2016_01_22_8; 2015_10_05_6; 2015_10_14_4; 2016_01_15_5; 2015_11_25_5; 2015_08_07_8; 2015_12_18_5; 2015_08_28_5
100,flu_00101,2009-01-14 to 2009-06-12,H5N1 subtype,"Manipur (admin level 1); Balrampur district (admin level 2), Uttar Pradesh (admin level 1); Districte de North Dinajpur (admin level 2), West Bengal (admin level 1); West Bengal (admin level 1); Uttar Dinajpur district (admin level 2), West Bengal (admin level 1); Darjeeling District (admin level 2), West Bengal (admin level 1); Darjeeling (admin level 2), West Bengal (admin level 1); Assam (admin level 1)",India,Aves; Gallus gallus; Anas; Anser; Galliformes,2009_02_06_4; 2009_03_23_2; 2009_04_08_2; 2009_02_23_6; 2009_01_14_5; 2009_05_01_2; 2009_06_12_2; 2009_06_05_2; 2009_06_01_2; 2009_03_02_4; 2009_05_01_1; 2009_03_23_1; 2009_03_02_2
101,flu_00102,2010-08-06 to 2010-09-29,H5N1 subtype,"Bengkulu Province (admin level 1); Aceh (admin level 1); Kabupaten Pinrang (admin level 2), South Sulawesi (admin level 1)",Indonesia,Aves; Gallus gallus; Homo sapiens; Galliformes,2010_10_01_2; 2010_08_16_6; 2010_08_16_4; 2010_08_18_4; 2010_08_18_6; 2010_09_09_2
102,flu_00103,2009-04-12 to 2009-04-12,H1N1 subtype,Alberta (admin level 1),Canada,Sus scrofa,2009_05_11_1
103,flu_00104,2010-01-05 to 2010-01-20,H5N1 subtype,"district de Murshidabad (admin level 2), West Bengal (admin level 1); Murshidabad district (admin level 2), West Bengal (admin level 1); Distrito de Bhopal (admin level 2), Madhya Pradesh (admin level 1); Bhopal district (admin level 2), Madhya Pradesh (admin level 1); Assam (admin level 1)",India,Aves; Anser; Anas; Gallus gallus; Galliformes,2010_01_20_2; 2010_01_12_2
104,flu_00105,2011-01-01 to 2011-06-22,H5N1 subtype,"Gazipur District (admin level 2), Dhaka Division (admin level 1); Kishoreganj District (admin level 2), Dhaka Division (admin level 1); Rajshahi Division (admin level 1); Bhola District (admin level 2), Barisal Division (admin level 1); Dhaka Division (admin level 1); Noakhali District (admin level 2), Chattogram Division (admin level 1); Kalamazoo County (admin level 2), Michigan (admin level 1); Gaibandha District (admin level 2), Rangpur Division (admin level 1)",Bangladesh,Aves; Gallus gallus; Homo sapiens; Galliformes,2011_02_22_3; 2011_04_05_7; 2011_05_25_1; 2011_01_14_3; 2011_03_15_1; 2011_03_22_5; 2011_02_08_2; 2011_07_11_1; 2011_03_29_3
105,flu_00106,2013-02-01 to 2013-05-23,H5N1 subtype,Tibet (admin level 1); Guizhou (admin level 1); Tibet Autonomous Region (admin level 1); Shanghai (admin level 1); Hong Kong (admin level 1); Zhejiang (admin level 1),People's Republic of China,Anser; Homo sapiens; Galliformes; Aves; Chroicocephalus ridibundus; Gallus gallus,2013_02_01_1; 2013_02_15_3; 2013_03_01_4; 2013_04_12_3; 2013_05_23_4
106,flu_00107,2010-07-02 to 2010-07-18,H5N1 subtype,"Gia Lai (admin level 1); Juneau, Alaska (admin level 2), Alaska (admin level 1)",United States of America,Aves; Gallus gallus; Anas; Galliformes,2010_07_02_1; 2010_08_18_5; 2010_08_16_5
107,flu_00108,2007-01-07 to 2007-02-07,H5N1 subtype,"West Java Province (admin level 1); Bali (admin level 1); Tangerang (admin level 2), Banten Province (admin level 1)",Indonesia,Sus scrofa; Gallus gallus; Anas; Homo sapiens,2007_02_07_5; 2007_01_18_3
108,flu_00109,2010-12-07 to 2011-05-16,H5N1 subtype,"Yeoncheon (admin level 2), Gyeonggi Province (admin level 1); North Chungcheong Province (admin level 1); Naju (admin level 2), South Jeolla Province (admin level 1); Sacheon (admin level 2), South Gyeongsang Province (admin level 1); Sangju (admin level 2), North Gyeongsang Province (admin level 1); Gyeonggi Province (admin level 1); Yeongam County (admin level 2), South Jeolla Province (admin level 1); Anseong Chhī (admin level 2), Gyeonggi Province (admin level 1); Icheon (admin level 2), Gyeonggi Province (admin level 1); South Jeolla Province (admin level 1); North Jeolla Province (admin level 1); Pyeongtaek (admin level 2), Gyeonggi Province (admin level 1); Seosan (admin level 2), South Chungcheong Province (admin level 1); Seoul (admin level 1)",South Korea,Aix galericulata; Homo sapiens; Galliformes; Aves; Anas platyrhynchos; Anas; Gallus gallus,2011_01_14_2; 2010_12_09_1; 2011_01_14_5; 2010_12_17_1; 2011_02_22_7; 2011_04_05_2; 2011_06_07_1; 2011_01_28_6; 2011_01_24_5; 2011_03_15_8
109,flu_00110,2014-01-16 to 2014-03-20,H5N8 subtype,"Gochang (admin level 2), North Jeolla Province (admin level 1); South Gyeongsang Province (admin level 1); Gyeonggi Province (admin level 1); Gwacheon (admin level 2), Gyeonggi Province (admin level 1); South Chungcheong Province (admin level 1); North Jeolla Province (admin level 1); Busan (admin level 1); Seoul (admin level 1)",South Korea,Homo sapiens; Galliformes; Anser fabalis; Aves; Anas; Gallus gallus,2014_03_20_6; 2014_01_22_1; 2014_01_31_1; 2014_02_19_6; 2014_03_20_1; 2014_09_30_4
110,flu_00111,2011-06-30 to 2011-06-30,H5N1 subtype,"Ratchasan (admin level 2), Chachoengsao (admin level 1); West Java Province (admin level 1)",Thailand,Aves; Homo sapiens,2011_07_11_4
111,flu_00112,2014-01-24 to 2014-04-10,H5N1 subtype,Kratié Province (admin level 1); Kandal Province (admin level 1); Siem Reap Province (admin level 1); Kampot Province (admin level 1); Kampong Chhnang Province (admin level 1),Cambodia,Aves; Gallus gallus; Homo sapiens; Galliformes,2014_02_07_2; 2014_03_20_7; 2014_03_07_8; 2014_04_10_6; 2014_03_07_12; 2014_04_10_8
112,flu_00113,2011-11-12 to 2012-02-26,H5N1 subtype,"Khulna Division (admin level 1); distretto di Meherpur (admin level 2), Khulna Division (admin level 1); Dhaka Division (admin level 1)",Bangladesh,Aves; Gallus gallus; Homo sapiens; Galliformes,2011_12_22_2; 2012_03_06_6; 2012_01_06_3; 2012_02_02_2; 2011_11_17_5
113,flu_00114,2006-12-26 to 2007-04-06,H5N1 subtype,"Mueang Suphan Buri (admin level 2), Suphanburi (admin level 1); Phitsanulok (admin level 1); Districtul Kuchinarai (admin level 2), Kalasin (admin level 1)",Thailand,Merops philippinus; Galliformes; Aves; Anas; Columbidae; Gallus gallus; Aegypius monachus,2007_02_07_4; 2007_04_06_2; 2007_01_22_2; 2010_11_05_1
114,flu_00115,2011-09-15 to 2011-09-15,H5N1 subtype,"Quang Ngai (admin level 2), Quảng Ngãi (admin level 1)",Vietnam,Aves; Gallus gallus; Anas; Galliformes,2011_09_15_8
115,flu_00116,2013-01-25 to 2013-03-01,H5N1 subtype,Kampong Cham Province (admin level 1); Kampong Speu Province (admin level 1); Kampot Province (admin level 1),Cambodia,Aves; Homo sapiens; Galliformes,2013_01_25_2; 2013_03_01_3; 2013_02_15_2; 2013_02_01_3
116,flu_00117,2011-02-10 to 2011-05-21,H5N1 subtype,Aswan Governorate (admin level 1); Cairo Governorate (admin level 1),Egypt,Homo sapiens,2011_06_20_6; 2011_03_15_9; 2011_04_12_4; 2011_04_05_6
117,flu_00118,2016-07-26 to 2016-07-26,H7N9 subtype,Jiangsu (admin level 1); Zhejiang (admin level 1),People's Republic of China,Homo sapiens,2016_07_26_2
118,flu_00119,2015-10-16 to 2015-11-25,H7N9 subtype,Guangdong (admin level 1); Jiangsu (admin level 1); Zhejiang (admin level 1),People's Republic of China,Homo sapiens; Galliformes,2015_11_13_4; 2016_07_26_2; 2016_01_15_7; 2015_11_25_6; 2015_10_16_5
119,flu_00120,2014-02-06 to 2014-04-20,H5N1 subtype,East Java (admin level 1),Indonesia,Aves; Gallus gallus; Anas; Homo sapiens; Galliformes,2014_02_19_3; 2014_06_23_4; 2014_09_10_3; 2014_02_19_4
120,flu_00121,2013-03-25 to 2013-06-27,H7N9 subtype,"Guangdong (admin level 1); Zhejiang (admin level 1); Beijing (admin level 1); Jiangsu (admin level 1); Hebei (admin level 1); Jiangxi (admin level 1); Anhui (admin level 1); Hong Kong (admin level 1); Shanghai (admin level 1); Shantou (admin level 2), Guangdong (admin level 1); Hangzhou (kapital sa lalawigan sa Republikang Popular sa Tsina) (admin level 2), Zhejiang (admin level 1); Fujian (admin level 1)",People's Republic of China,Anser; Homo sapiens; Galliformes; Aves; Anas; Columbidae; Gallus gallus,2013_06_07_1; 2013_04_19_4; 2013_04_12_1; 2015_03_02_10; 2013_05_03_3; 2013_04_08_1; 2013_08_23_2; 2013_04_12_5; 2013_05_30_5; 2014_12_09_5; 2013_05_24_1; 2013_06_28_2; 2013_05_13_1; 2013_05_30_1; 2013_04_30_3; 2013_05_13_3
121,flu_00122,2014-07-22 to 2014-07-22,H5N2 subtype,Western Cape (admin level 1),South Africa,Aves; Galliformes,2014_10_15_2
122,flu_00123,2015-05-15 to 2015-05-15,H5N8 subtype,"Whitley County (admin level 2), Indiana (admin level 1)",United States of America,Aves; Gallus gallus; Anas; Galliformes,2015_05_15_5
123,flu_00124,2016-02-08 to 2016-02-08,Influenza A virus,Guangdong (admin level 1),People's Republic of China,Gallus gallus,2016_02_08_2
124,flu_00125,2013-05-30 to 2013-05-30,H7N9 subtype,Beijing (admin level 1); Bar Municipality (admin level 1),Montenegro,Homo sapiens,2013_05_30_4
125,flu_00126,2017-07-05 to 2017-07-06,H3N8 subtype,United States of America (country),United States of America,Aves; Homo sapiens,2017_07_14_1; 2017_07_05_1
126,flu_00127,2010-04-17 to 2010-04-25,H5N1 subtype,"Apriltsi Municipality (admin level 2), Lovech Province (admin level 1); Dhaka Division (admin level 1)",Bangladesh,Aves; Galliformes,2010_05_28_2; 2010_05_04_1
127,flu_00128,2008-06-13 to 2008-08-01,H5N1 subtype,Guangdong (admin level 1); Hong Kong (admin level 1),People's Republic of China,Aves; Gallus gallus; Anas; Homo sapiens; Galliformes,2008_06_19_4; 2008_06_13_1; 2008_08_01_2; 2008_06_19_2; 2011_12_22_3; 2008_06_26_2
128,flu_00129,2011-02-16 to 2011-03-15,H5N1 subtype,"Bhopal district (admin level 2), Madhya Pradesh (admin level 1); Kolkata district (admin level 2), West Bengal (admin level 1); Distrito de Bhopal (admin level 2), Madhya Pradesh (admin level 1); Tripura (admin level 1)",India,Aves; Anas; Galliformes,2011_02_22_4; 2011_03_15_3; 2011_03_22_2
129,flu_00130,2015-04-17 to 2015-05-15,H5N2 subtype,Taichung (admin level 1),Taiwan,Aves; Anas,2015_04_17_5; 2015_05_15_3
130,flu_00131,2010-02-26 to 2010-03-09,H5N1 subtype,"Jongtchong-gu (admin level 2), Suwon (admin level 1)",South Korea,Aves; Sus scrofa; Gallus gallus; Anas; Galliformes,2010_03_09_2
